Var1,Var2,Var3
0.230491242119747,0.0198251327200966,0.425840380757833
0.250431816303514,0.0379069899545316,0.392932763680375
0.232540494590365,0.0685658559815188,0.321878032155422
0.209200889233151,0.0344758233372227,0.257098597644314
0.206247232597827,0.0204577572262178,0.226455458067402
0.154948296545629,0.0566221448344946,0.220720760167826
0.11005318744859,0.0812324417054221,0.177720226139746
0.110140207779368,0.0585606624376787,0.084385033188418
0.159742011655192,0.054705411542923,0.0741871003192111
0.16443507798611,0.0373636063744131,0.105624096178787
0.123846748773928,0.0292643317573288,0.114794696760559
0.0749197388576019,0.0335136304215389,0.129999008016595
0.0492913581439337,0.0309691776902109,0.16995689938269
0.0314454180130162,0.0502003473929535,0.191385092414168
0.0769003577716781,0.045756186359969,0.129491464079433
0.149932833763412,0.0440693758923413,0.0783746461503153
0.218100116781614,0.0634509198499621,0.0953654092734978
0.256819980989329,0.122813221789232,0.132173776120938
0.258540553978844,0.164194379865762,0.208144420175371
0.260787134404656,0.116240743294362,0.286149409399329
0.284873421110984,0.0398312016857462,0.29066132747461
0.255210953241391,0.0164245138665967,0.192755127225632
0.209246092494432,0.0293354717576635,0.142942119888789
0.218786175523143,0.0455773450711114,0.193767364219588
0.235488801321996,0.102894419115786,0.210990723458514
0.250968182985544,0.136431087537557,0.177934580928781
0.289749488903482,0.205758745254458,0.147031033551559
0.320170720641925,0.277767255250274,0.129130762873193
0.299022641505122,0.307555607575933,0.15473136776959
0.255375216318637,0.242625014106668,0.200819221882954
0.190641360867335,0.162757722118519,0.190563469840497
0.15147320721114,0.136004848745647,0.158300895094126
0.122447918842373,0.126569753227238,0.182056287620294
0.0907821994138998,0.0682209446364025,0.224945008868058
0.0884729996279232,0.0335272097018229,0.19797239772673
0.13648174062609,0.0532958342105454,0.136457836364168
0.189862222601695,0.0837950712341808,0.126443727978174
0.211647078684856,0.0550794147940325,0.11246560061021
0.217569297654505,0.0389336990656226,0.149616329780971
0.198898608507836,0.0691554409264427,0.13580248795834
0.205187498357984,0.161070917137991,0.144854124398434
0.223546015085272,0.202755088274082,0.138199079918387
0.228965557020731,0.274544807406784,0.115758302511572
0.231789711989694,0.333685866121207,0.132518442049818
0.236793265771068,0.33754249142741,0.152923441834693
0.253062870047486,0.384857392283015,0.142056168900182
0.213457899222228,0.410208843393691,0.139353777100118
0.168720560219759,0.395341449125834,0.104193595548498
0.130862703146956,0.413249015839478,0.0416988752282476
0.143054563130077,0.463169874533387,0.0279538677438749
0.17042739405575,0.468190055751516,0.0275152761209479
0.146856715826121,0.461602802157042,0.0264105649026695
0.117043142818148,0.481579654114915,0.0377249898925885
0.178702956503702,0.483454732970758,0.0256959659104255
0.245290428543987,0.482402786698478,0.035063737702801
0.243298649382216,0.490566406317501,0.0250557682798255
0.260504510078918,0.479110876647256,0.0176996895310105
0.317453098255391,0.452472726531425,0.0519881908474441
0.320476045907182,0.467049171046762,0.118751401437714
0.27452718570635,0.464611823921737,0.140014948805893
0.251866571288556,0.456804961865762,0.0993935740753178
0.275441611034773,0.413028082908817,0.0814680087790641
0.322457041367843,0.337654996014328,0.103698465457907
0.348398389978318,0.321532471835266,0.10937210927368
0.300286772527804,0.328256093182505,0.095851692163905
0.235816560032353,0.308728039884063,0.0617017996670097
0.245196459286668,0.360313325927404,0.0854991364187396
0.317219489773707,0.376913370039702,0.0693172031537824
0.380333468118127,0.374889529012472,0.0522940147923787
0.421163253225823,0.372101548400686,0.0789416880075348
0.418289069570169,0.335471622138745,0.0599054277974885
0.392854899058633,0.299766518938829,0.0226883039713567
0.414879696007318,0.266702261827386,0.0152278474994071
0.440696889345559,0.267044048018229,0.0473822285907866
0.383672824865034,0.254279474050235,0.0919284381915828
0.340514297669461,0.21177768373214,0.14195637484157
0.296649850065153,0.147184060496554,0.184290512258686
0.277288841110665,0.105152455189321,0.174980653812159
0.236441412275438,0.12643779087596,0.169027057780473
0.191677310773901,0.181829568633278,0.15873014051169
0.176949299931359,0.229665255870215,0.121050218724004
0.192775139724113,0.217527374561912,0.0661964021428659
0.181826623196004,0.135035752837688,0.0842946597323844
0.166825207852457,0.0515059550422819,0.125126186668143
0.14092702563047,0.057332749282379,0.0735810712984018
0.0691990466900579,0.0717682056784895,0.0585885740963248
0.0447721383423192,0.0357744676953522,0.0400497870818481
0.0361105431836489,0.0174354418901528,0.057460796979481
0.0382068131116346,0.0201385175438386,0.082632227251429
0.0483595220189664,0.0410559465211089,0.109554007584722
0.0359708853616575,0.0514326145787922,0.138271621236203
0.041102168125187,0.0926344363431112,0.111531873157867
0.0353694639414899,0.077083627400943,0.0611291505214356
0.057274558747896,0.0683826322385972,0.0239120899108621
0.0706721386326371,0.0521701357722496,0.0313649085634903
0.0313032139244374,0.0638488754607158,0.0420026652715765
0.0415429300207163,0.0554515405179922,0.0583298574060735
0.161616831666393,0.0197376636316586,0.0519551804892105
0.284548525898861,0.0142688244096493,0.0328906040800103
0.336903642563218,0.0347785791977799,0.0412263595798393
0.310936290777595,0.0418874425480246,0.0778163713181415
0.261172204825836,0.0356751815099529,0.0626463741305159
0.218039606117791,0.0510048841693811,0.0237128747655992
0.197675157805174,0.066105285144047,0.0126560610785591
0.175701064791325,0.0553612430706083,0.017622546262028
0.163049558189137,0.0731279681177419,0.0218526591122021
0.156178859687731,0.072991657409939,0.0493419467844971
0.12294021671243,0.149088070345274,0.0717109977665248
0.0713064113402421,0.188681405326509,0.0717045942690467
0.0350627448850778,0.137719747685925,0.0860312799754002
0.0299763570152964,0.092638348016837,0.143677593914341
0.0481701380932499,0.0750264967119794,0.219236457228822
0.0373099225329016,0.0563155270418945,0.255843335081148
0.0320795341669023,0.032200321835828,0.263506730708028
0.0784801334267287,0.0185689964851536,0.274587748280183
0.0954294788906089,0.0308531500086298,0.28534122039418
0.092099459527558,0.0451412181639441,0.322141384850608
0.0789406393521011,0.0747558056767502,0.300911610266732
0.141940573924357,0.0480784732804348,0.2767565846454
0.237140056106184,0.0313564336423836,0.290126902831761
0.255716210354281,0.0791120974024667,0.308480460686836
0.276807143544958,0.174815353345489,0.339720205868617
0.327193702720446,0.244782958286416,0.391778656698069
0.392771430788942,0.286394403140127,0.36886199356426
0.397824468099961,0.358105983042529,0.32424021447695
0.374794977155846,0.380185343134796,0.26938005887465
0.381619486748801,0.423535133620261,0.177975163885538
0.407407822269666,0.462568281497938,0.13029642725293
0.459957265882307,0.455092924207588,0.142500291763396
0.471515920472095,0.460921538068163,0.133586029047996
0.461983474934198,0.466100674044942,0.140662915605594
0.461176138398174,0.401054268370811,0.177548419958771
0.457393618434695,0.330247527874929,0.195134276630106
0.444860017350679,0.331451998148317,0.182549624524232
0.459875221258774,0.315028115125245,0.207476547280375
0.463527487317839,0.28373526761089,0.253241658124545
0.440239442952115,0.230990730124725,0.247418287828289
0.407084365707315,0.172238909100877,0.205381583584795
0.353110509584253,0.163361844390207,0.134610957333152
0.338476948854128,0.157192555434775,0.073391814943063
0.292889880668028,0.20429738058789,0.1211856995754
0.284540165715315,0.277319197659633,0.16187259109377
0.287758401173198,0.31018651965891,0.188630447102931
0.271622905825825,0.314778224201082,0.292032433289586
0.268354228110544,0.327398184602258,0.318431914989002
0.235229531570909,0.303441461158955,0.262675588233569
0.181537657579708,0.275046641144212,0.259304205158666
0.137791618698632,0.258465078255537,0.233623198136176
0.0819642081528585,0.275180119761799,0.182915491345047
0.0318437831882642,0.257811816485859,0.150663111565577
0.0264108230447705,0.261361894678455,0.114037554261805
0.0340439192962191,0.253087813633196,0.0796284091754177
0.0569664243413666,0.214590792889889,0.0435824583841164
0.0701773274188971,0.20169092597246,0.0339878204622312
0.0587221049556021,0.148496009655324,0.0884145609441893
0.0259883694791313,0.0622506514585177,0.134727676549628
0.033352108861689,0.0373711112174426,0.17949978602111
0.0449638520692439,0.0919076434217172,0.230019718856912
0.0546731671503271,0.127967223840518,0.25178717444915
0.0228336922627087,0.126322073343573,0.240727064707144
0.0184803765450572,0.159723726345959,0.244728682737063
0.0225935366348952,0.202409088444101,0.274044798432758
0.0328011286983348,0.227376717240172,0.305555525633022
0.0905273923228017,0.217036562521306,0.343850474629747
0.112069804346511,0.196993064253812,0.344642786234986
0.115973707505558,0.190132193204707,0.292130577316213
0.151223481426108,0.214003893539928,0.308563904500694
0.162568324876003,0.234140691311745,0.368620111037624
0.19121228721947,0.210301604297809,0.332794896475546
0.227501578623857,0.148990296952454,0.230002399988718
0.251224821175192,0.117577250140582,0.185182412839759
0.267813363786082,0.0959225135671351,0.191691578821516
0.279106940979369,0.0564063025598582,0.240465063864895
0.266963901169399,0.0224773231030128,0.271821973276095
0.206264876415841,0.0345853335474005,0.306621053311362
0.239415328382121,0.0829660564956759,0.293544844260005
0.303092217894843,0.100565884570955,0.266143897126429
0.315984864685143,0.12218197841212,0.294531147406549
0.279205751710285,0.192264614349912,0.282496497014339
0.213172237455279,0.243026144845534,0.254795689835744
0.147193057730494,0.289743261405895,0.242839783804122
0.10592221638842,0.334840674227531,0.254681922355039
0.121645043707045,0.354007662233512,0.28075927816857
0.107191972910963,0.362295119491235,0.334424858710701
0.0625333661715753,0.407181230164858,0.306183281283581
0.10248757024156,0.455508485536164,0.226657107026997
0.148015728024185,0.480294426223546,0.244877771089549
0.181255835476108,0.463068134206256,0.246727212420184
0.229080182934969,0.415344113608572,0.193791665937611
0.23884407771179,0.367743921312201,0.149694570952501
0.224232723433806,0.368111187340119,0.144482548769415
0.242255220895594,0.435194326822207,0.13938424527145
0.272600733283741,0.417851267300087,0.0710465356404066
0.324951404348125,0.353884439339017,0.0459707582339363
0.386604054650654,0.331429142552145,0.0565866266352704
0.439445947177725,0.337743318721653,0.0835715050913965
0.463689626743147,0.331462957783005,0.0939404662549383
0.440370486934624,0.263558970293699,0.115146171688875
0.420824491662517,0.156240411750773,0.143586589263563
0.43558739932966,0.0859590178627557,0.171783547224919
0.444446745024889,0.0368174852086274,0.181974825986689
0.374648829495121,0.0293169055905258,0.121001434799239
0.325535662293963,0.0578775467551312,0.0526213542972053
