subjID	group	trial	choice	rt	gain	loss
0	hc	0	2	0	0	0
0	hc	1	2	0	0	0
0	hc	2	2	0	1	0
0	hc	3	2	0	0	0
0	hc	4	2	0	0	0
0	hc	5	3	0	0	-1
0	hc	6	1	0	1	0
0	hc	7	1	0	0	0
0	hc	8	1	0	1	0
0	hc	9	1	0	0	0
0	hc	10	1	0	0	-1
0	hc	11	2	0	0	0
0	hc	12	2	0	0	0
0	hc	13	2	0	0	0
0	hc	14	2	0	0	0
0	hc	15	2	0	1	0
0	hc	16	2	0	0	0
0	hc	17	2	0	0	0
0	hc	18	2	0	0	0
0	hc	19	1	0	0	0
0	hc	20	3	0	0	-1
0	hc	21	1	0	1	0
0	hc	22	1	0	0	0
0	hc	23	1	0	0	0
0	hc	24	1	0	0	0
0	hc	25	1	0	0	0
0	hc	26	2	0	0	0
0	hc	27	1	0	0	-1
0	hc	28	2	0	1	0
0	hc	29	2	0	0	0
0	hc	30	2	0	0	0
0	hc	31	1	0	0	0
0	hc	32	2	0	1	0
0	hc	33	2	0	1	0
0	hc	34	2	0	1	0
0	hc	35	2	0	1	0
0	hc	36	2	0	0	0
0	hc	37	2	0	1	0
0	hc	38	2	0	0	0
0	hc	39	2	0	0	0
0	hc	40	1	0	0	0
0	hc	41	1	0	0	0
0	hc	42	1	0	0	0
0	hc	43	2	0	0	0
0	hc	44	2	0	0	-1
0	hc	45	1	0	0	-1
0	hc	46	3	0	0	0
0	hc	47	3	0	0	-1
0	hc	48	1	0	0	0
0	hc	49	1	0	0	0
0	hc	50	1	0	0	0
0	hc	51	1	0	0	0
0	hc	52	1	0	0	-1
0	hc	53	3	0	0	0
0	hc	54	3	0	0	0
0	hc	55	2	0	0	0
0	hc	56	3	0	0	0
0	hc	57	3	0	1	0
0	hc	58	3	0	1	0
0	hc	59	3	0	1	0
0	hc	60	3	0	0	0
0	hc	61	3	0	0	0
0	hc	62	2	0	1	-1
0	hc	63	2	0	0	0
0	hc	64	1	0	0	0
0	hc	65	3	0	0	0
0	hc	66	1	0	0	0
0	hc	67	2	0	0	-1
0	hc	68	3	0	0	0
0	hc	69	1	0	0	-1
0	hc	70	3	0	0	0
0	hc	71	3	0	0	0
0	hc	72	3	0	1	0
0	hc	73	3	0	0	0
0	hc	74	3	0	0	0
